"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1" "NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1" "NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1" "NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1"
"MECR" 0 0 0 1 0 0 0 0
"PTPRU" 0 0 0 1 0 0 0 0
"MATN1" 0 0 0 1 0 0 0 0
"MATN1-AS1" 0 0 0 1 0 0 0 0
"LAPTM5" 0 0 0 0 0 0 0 0
"MIR4420" 0 0 0 0 0 0 0 0
"LINC01778" 0 0 0 0 0 0 0 0
"SDC3" 0 0 0 0 0 0 0 0
"PUM1" 0 0 0 0 0 0 0 0
"NKAIN1" 0 0 0 0 0 0 0 0
"SNRNP40" 0 0 0 0 0 0 0 0
"ZCCHC17" 0 0 0 0 0 0 0 0
"FABP3" 0 0 0 0 0 0 0 0
"SERINC2" 0 0 0 0 0 0 0 0
"LINC01226" 0 0 0 0 0 0 0 0
"TINAGL1" 0 0 0 0 0 0 0 0
"HCRTR1" 0 0 0 0 0 0 0 0
"PEF1" 0 0 0 0 0 0 0 0
"PEF1-AS1" 0 0 0 0 0 0 0 0
"COL16A1" 0 0 0 0 0 0 0 0
"ADGRB2" 0 0 0 0 0 0 0 0
"SPOCD1" 0 0 0 0 0 0 0 0
"PTP4A2" 0 0 0 0 0 0 0 0
"KHDRBS1" 0 0 0 0 0 0 0 0
"TMEM39B" 0 0 0 0 0 0 0 0
"KPNA6" 0 0 0 0 0 0 0 0
"TXLNA" 0 0 0 0 0 0 0 0
"CCDC28B" 0 0 0 0 0 0 0 0
"IQCC" 0 0 0 0 0 0 0 0
"DCDC2B" 0 0 0 0 0 0 0 0
"TMEM234" 0 0 0 0 0 0 0 0
"EIF3I" 0 0 0 0 0 0 0 0
"MTMR9LP" 0 0 0 0 0 0 0 0
"FAM167B" 0 0 0 0 0 0 0 0
"LCK" 0 0 0 0 0 0 0 0
"HDAC1" 0 0 0 0 0 0 0 0
"MARCKSL1" 0 0 0 0 0 0 0 0
"TSSK3" 0 0 0 0 0 0 0 0
"FAM229A" 0 0 0 0 0 0 0 0
"BSDC1" 0 0 0 0 0 0 0 0
"ZBTB8B" 0 0 0 0 0 0 0 0
"ZBTB8A" 0 0 0 0 0 0 0 0
"ZBTB8OS" 0 0 0 0 0 0 0 0
"RBBP4" 0 0 0 0 0 0 0 0
"SYNC" 0 0 0 0 0 0 0 0
"KIAA1522" 0 0 0 0 0 0 0 0
"YARS1" 0 0 0 0 0 0 0 0
"S100PBP" 0 0 0 0 0 0 0 0
"FNDC5" 0 0 0 0 0 0 0 0
"HPCA" 0 0 0 0 0 0 0 0
"TMEM54" 0 0 0 0 0 0 0 0
"RNF19B" 0 0 0 0 0 0 0 0
"AK2" 0 0 0 0 0 0 0 0
"AZIN2" 0 0 0 0 0 0 0 0
"TRIM62" 0 0 0 0 0 0 0 0
"ZNF362" 0 0 0 0 0 0 0 0
"A3GALT2" 0 0 0 0 0 0 0 0
"PHC2" 0 0 0 0 0 0 0 0
"MIR3605" 0 0 0 0 0 0 0 0
"RN7SKP16" 0 0 0 0 0 0 0 0
"ZSCAN20" 0 0 0 0 0 0 0 0
"CSMD2" 0 0 0 0 0 0 0 0
"SMIM12" 0 0 0 0 0 0 0 0
"GJB5" 0 0 0 0 0 0 0 0
"GJB4" 0 0 0 0 0 0 0 0
"GJB3" 0 0 0 0 0 0 0 0
"GJA4" 0 0 0 0 0 0 0 0
"DLGAP3" 0 0 0 0 0 0 0 0
"GPR199P" 0 0 0 0 0 0 0 0
"TMEM35B" 0 0 0 0 0 0 0 0
"ZMYM6" 0 0 0 0 0 0 0 0
"ZMYM1" 0 0 0 0 0 0 0 0
"SFPQ" 0 0 0 0 0 0 0 0
"ZMYM4" 0 0 0 0 0 0 0 0
"RPL5P4" 0 0 0 0 0 0 0 0
"ZMYM4-AS1" 0 0 0 0 0 0 0 0
"KIAA0319L" 0 0 0 0 0 0 0 0
"NCDN" 0 0 0 0 0 0 0 0
"TFAP2E-AS1" 0 0 0 0 0 0 0 0
"TFAP2E" 0 0 0 0 0 0 0 0
"PSMB2" 0 0 0 0 0 0 0 0
"C1orf216" 0 0 0 0 0 0 0 0
"CLSPN" 0 0 0 0 0 0 0 0
"AGO4" 0 0 0 0 0 0 0 0
"AGO1" 0 0 0 0 0 0 0 0
"AGO3" 0 0 0 0 0 0 0 0
"TEKT2" 0 0 0 0 0 0 0 0
"ADPRS" 0 0 0 0 0 0 0 0
"COL8A2" 0 0 0 0 0 0 0 0
"TRAPPC3" 0 0 0 0 0 0 0 0
"MAP7D1" 0 0 0 0 0 0 0 0
"THRAP3" 0 0 0 0 0 0 0 0
"SH3D21" 0 0 0 0 0 0 0 0
"EVA1B" 0 0 0 0 0 0 0 0
"STK40" 0 0 0 0 0 0 0 0
"LSM10" 0 0 0 0 0 0 0 0
"OSCP1" 0 0 0 0 0 0 0 0
"SNORA63C" 0 0 0 0 0 0 0 0
"MRPS15" 0 0 0 0 0 0 0 0
"CSF3R" 0 0 0 1 0 0 0 0
"GRIK3" 0 0 0 1 0 0 0 0
"ZC3H12A-DT" 0 0 0 1 0 0 0 0
"ZC3H12A" 0 0 0 1 0 0 0 0
"MIR6732" 0 0 0 1 0 0 0 0
"MEAF6" 0 0 0 1 0 0 0 0
"MIR5581" 0 0 0 1 0 0 0 0
"SNIP1" 0 0 0 1 0 0 0 0
"FTH1P1" 0 0 0 1 0 0 0 0
"RPS27P9" 0 0 0 1 0 0 0 0
"DNALI1" 0 0 0 1 0 0 0 0
"GNL2" 0 0 0 1 0 0 0 0
"RSPO1" 0 0 0 1 0 0 0 0
"C1orf109" 0 0 0 1 0 0 0 0
"CDCA8" 0 0 0 1 0 0 0 0
"EPHA10" 0 0 0 1 0 0 0 0
"MANEAL" 0 0 0 1 0 0 0 0
"YRDC" 0 0 0 1 0 0 0 0
"C1orf122" 0 0 0 1 0 0 0 0
"MTF1" 0 0 0 1 0 0 0 0
"INPP5B" 0 0 0 1 0 0 0 0
"RNU6-584P" 0 0 0 1 0 0 0 0
"SF3A3" 0 0 0 1 0 0 0 0
"RNU6-510P" 0 0 0 1 0 0 0 0
"FHL3" 0 0 0 1 0 0 0 0
"UTP11" 0 0 0 1 0 0 0 0
"POU3F1" 0 0 0 0 0 0 0 0
"MIR3659HG" 0 0 0 0 0 0 0 0
"HSPA5P1" 0 0 0 0 0 0 0 0
"RRAGC" 0 0 0 0 0 0 0 0
"RRAGC-DT" 0 0 0 0 0 0 0 0
"MYCBP" 0 0 0 0 0 0 0 0
"GJA9" 0 0 0 0 0 0 0 0
"RHBDL2" 0 0 0 0 0 0 0 0
"AKIRIN1" 0 0 0 0 0 0 0 0
"NDUFS5" 0 0 0 0 0 0 0 0
"MACF1" 0 0 0 0 0 0 0 0
"BMP8A" 0 0 0 0 0 0 0 0
"OXCT2P1" 0 0 0 0 0 0 0 0
"PPIEL" 0 0 0 0 0 0 0 0
"PABPC4" 0 0 0 0 0 0 0 0
"PABPC4-AS1" 0 0 0 0 0 0 0 0
"HEYL" 0 0 0 0 0 0 0 0
"NT5C1A" 0 0 0 0 0 0 0 0
"HPCAL4" 0 0 0 0 0 0 0 0
"PPIE" 0 0 0 0 0 0 0 0
"BMP8B" 0 0 0 0 0 0 0 0
"OXCT2" 0 0 0 0 0 0 0 0
"LINC02811" 0 0 0 0 0 0 0 0
"TRIT1" 0 0 0 0 0 0 0 0
"MYCL" 0 0 0 0 0 0 0 0
"MYCL-AS1" 0 0 0 0 0 0 0 0
"MFSD2A" 0 0 0 0 0 0 0 0
"CAP1" 0 0 0 0 0 0 0 0
"PPT1" 0 0 0 0 0 0 0 0
"RLF" 0 0 0 0 0 0 0 0
"TMCO2" 0 0 0 0 0 0 0 0
"ZMPSTE24-DT" 0 0 0 0 0 0 0 0
"ZMPSTE24" 0 0 0 0 0 0 0 0
"COL9A2" 0 0 0 0 0 0 0 0
"SMAP2" 0 0 0 0 0 0 0 0
"ZFP69B" 0 0 0 0 0 0 0 0
"ZFP69" 0 0 0 0 0 0 0 0
"EXO5-DT" 0 0 0 0 0 0 0 0
"EXO5" 0 0 0 0 0 0 0 0
"ZNF684" 0 0 0 0 0 0 0 0
"RIMS3" 0 0 0 0 0 0 0 0
"NFYC-AS1" 0 0 0 0 0 0 0 0
"NFYC" 0 0 0 0 0 0 0 0
"KCNQ4" 0 0 0 0 0 0 0 0
"CITED4" 0 0 0 0 0 0 0 0
"CTPS1" 0 0 0 0 0 0 0 0
"SLFNL1-AS1" 0 0 0 0 0 0 0 0
"SLFNL1" 0 0 0 0 0 0 0 0
"SCMH1" 0 0 0 0 0 0 0 0
"SCMH1-DT" 0 0 0 0 0 0 0 0
"FOXO6" 0 0 0 0 0 0 0 0
"FOXO6-AS1" 0 0 0 0 0 0 0 0
"EDN2" 0 0 0 0 0 0 0 0
"HIVEP3" 0 0 0 0 0 0 0 0
"GUCA2A" 0 0 0 0 0 0 0 0
"FOXJ3" 0 0 0 0 0 0 0 0
"RIMKLA" 0 0 0 0 0 0 0 0
"ZMYND12" 0 0 0 0 0 0 0 0
"PPCS" 0 0 0 0 0 0 0 0
"CCDC30" 0 0 0 0 0 0 0 0
"TMSB4XP1" 0 0 0 0 0 0 0 0
"PPIH" 0 0 0 0 0 0 0 0
"YBX1" 0 0 0 0 0 0 0 0
"CLDN19" 0 0 0 0 0 0 0 0
"P3H1" 0 0 0 0 0 0 0 0
"C1orf50" 0 0 0 0 0 0 0 0
"C1orf50-AS1" 0 0 0 0 0 0 0 0
"TMEM269" 0 0 0 0 0 0 0 0
"SVBP" 0 0 0 0 0 0 0 0
"ERMAP" 0 0 0 0 0 0 0 0
"ZNF691-DT" 0 0 0 0 0 0 0 0
"ZNF691" 0 0 0 0 0 0 0 0
"ATP6V1E1P1" 0 0 0 0 0 0 0 0
"SLC2A1" 0 0 0 0 0 0 0 0
"SLC2A1-DT" 0 0 0 0 0 0 0 0
"CFAP144" 0 0 0 0 0 0 0 0
"EBNA1BP2" 0 0 0 0 0 0 0 0
"CFAP57" 0 0 0 0 0 0 0 0
"TMEM125" 0 0 0 0 0 0 0 0
"C1orf210" 0 0 0 0 0 0 0 0
"TIE1" 0 0 0 0 0 0 0 0
"MPL" 0 0 0 0 0 0 0 0
"CDC20-DT" 0 0 0 0 0 0 0 0
"CDC20" 0 0 0 0 0 0 0 0
"ELOVL1" 0 0 0 0 0 0 0 0
"MED8" 0 0 0 0 0 0 0 0
"MED8-AS1" 0 0 0 0 0 0 0 0
"SZT2" 0 0 0 0 0 0 0 0
"SZT2-AS1" 0 0 0 0 0 0 0 0
"HYI" 0 0 0 0 0 0 0 0
"HYI-AS1" 0 0 0 0 0 0 0 0
"PTPRF" 0 0 0 0 0 0 0 0
"KDM4A" 0 0 0 0 0 0 0 0
"KDM4A-AS1" 0 0 0 0 0 0 0 0
"ST3GAL3" 0 0 0 0 0 0 0 0
"ARTN" 0 0 0 0 0 0 0 0
"LINC02918" 0 0 0 0 0 0 0 0
"IPO13" 0 0 0 0 0 0 0 0
"DPH2" 0 0 0 0 0 0 0 0
"ATP6V0B" 0 0 0 0 0 0 0 0
"B4GALT2" 0 0 0 0 0 0 0 0
"CCDC24" 0 0 0 0 0 0 0 0
"SLC6A9" 0 0 0 0 0 0 0 0
"KRT8P47" 0 0 0 0 0 0 0 0
"KLF17" 0 0 0 0 0 0 0 0
"DMAP1" 0 0 0 0 0 0 0 0
"ERI3" 0 0 0 0 0 0 0 0
"ERI3-IT1" 0 0 0 0 0 0 0 0
"RNF220" 0 0 0 0 0 0 0 0
"TMEM53" 0 0 0 0 0 0 0 0
"ARMH1" 0 0 0 0 0 0 0 0
"RNU5F-1" 0 0 0 0 0 0 0 0
"KIF2C" 0 0 0 0 0 0 0 0
"RPS8" 0 0 0 0 0 0 0 0
"SNORD55" 0 0 0 0 0 0 0 0
"SNORD46" 0 0 0 0 0 0 0 0
"SNORD38A" 0 0 0 0 0 0 0 0
"SNORD38B" 0 0 0 0 0 0 0 0
"RPS15AP11" 0 0 0 0 0 0 0 0
"BEST4" 0 0 0 0 0 0 0 0
"PLK3" 0 0 0 0 0 0 0 0
"DYNLT4" 0 0 0 0 0 0 0 0
"BTBD19" 0 0 0 0 0 0 0 0
"PTCH2" 0 0 0 0 0 0 0 0
"EIF2B3" 0 0 0 0 0 0 0 0
"HECTD3" 0 0 0 0 0 0 0 0
"UROD" 0 0 0 0 0 0 0 0
"ZSWIM5" 0 0 0 0 0 0 0 0
"LINC01144" 0 0 0 0 0 0 0 0
"HPDL" 0 0 0 0 0 0 0 0
"MUTYH" 0 0 0 0 0 0 0 0
"TOE1" 0 0 0 0 0 0 0 0
"TESK2" 0 0 0 0 0 0 0 0
"CCDC163" 0 0 0 0 0 0 0 0
"MMACHC" 0 0 0 0 0 0 0 0
"PRDX1" 0 0 0 0 0 0 0 0
"AKR1A1" 0 0 0 0 0 0 0 0
"NASP" 0 0 0 0 0 0 0 0
"CCDC17" 0 0 0 0 0 0 0 0
"GPBP1L1" 0 0 0 0 0 0 0 0
"RPS15AP10" 0 0 0 0 0 0 0 0
"RPL7AP16" 0 0 0 0 0 0 0 0
"TMEM69" 0 0 0 0 0 0 0 0
"IPP" 0 0 0 0 0 0 0 0
"MAST2" 0 0 0 0 0 0 0 0
"PIK3R3" 0 0 0 0 0 0 0 0
"P3R3URF-PIK3R3" 0 0 0 -1 0 0 0 0
"TSPAN1" 0 0 0 -1 0 0 0 0
"POMGNT1" 0 0 0 -1 0 0 0 0
"LURAP1" 0 0 0 -1 0 0 0 0
"RAD54L" 0 0 0 -1 0 0 0 0
"LRRC41" 0 0 0 -1 0 0 0 0
"UQCRH" 0 0 0 -1 0 0 0 0
"NSUN4" 0 0 0 -1 0 0 0 0
"FAAH" 0 0 0 -1 0 0 0 0
"FAAHP1" 0 0 0 -1 0 0 0 0
"LINC01398" 0 0 0 -1 0 0 0 0
"DMBX1" 0 0 0 -1 0 0 0 0
"MKNK1-AS1" 0 0 0 -1 0 0 0 0
"MKNK1" 0 0 0 -1 0 0 0 0
"MOB3C" 0 0 0 -1 0 0 0 0
"ATPAF1" 0 0 0 -1 0 0 0 0
"TEX38" 0 0 0 -1 0 0 0 0
"EFCAB14-AS1" 0 0 0 -1 0 0 0 0
"EFCAB14" 0 0 0 -1 0 0 0 0
"CYP4B1" 0 0 0 -1 0 0 0 0
"CYP4Z2P" 0 0 0 -1 0 0 0 0
"TUBAP8" 0 0 0 -1 0 0 0 0
"CYP4A11" 0 0 0 -1 0 0 0 0
"CYP4X1" 0 0 0 -1 0 0 0 0
"CYP4Z1" 0 0 0 -1 0 0 0 0
"TUBAP9" 0 0 0 -1 0 0 0 0
"CYP4A22-AS1" 0 0 0 -1 0 0 0 0
"CYP4A22" 0 0 0 -1 0 0 0 0
"LINC00853" 0 0 0 -1 0 0 0 0
"PDZK1IP1" 0 0 0 -1 0 0 0 0
"TAL1" 0 0 0 -1 0 0 0 0
"STIL" 0 0 0 -1 0 0 0 0
"CMPK1" 0 0 0 -1 0 0 0 0
"LINC01389" 0 0 0 -1 0 0 0 0
"FOXD2-AS1" 0 0 0 -1 0 0 0 0
"FOXD2" 0 0 0 -1 0 0 0 0
"LINC01738" 0 0 0 -1 0 0 0 0
"TRABD2B" 0 0 0 -1 0 0 0 0
"SKINT1L" 0 0 0 -1 0 0 0 0
"SLC5A9" 0 0 0 -1 0 0 0 0
"SPATA6" 0 0 0 -1 0 0 0 0
"PPP1R8P1" 0 0 0 -1 0 0 0 0
"AGBL4" 0 0 0 -1 0 0 0 0
"BEND5" 0 0 0 -1 0 0 0 0
"ELAVL4" 0 0 0 -1 0 0 0 0
"HMGB1P45" 0 0 0 -1 0 0 0 0
"FCF1P6" 0 0 0 -1 0 0 0 0
"DMRTA2" 0 0 0 -1 0 0 0 0
"FAF1" 0 0 0 -1 0 0 0 0
"PHB1P12" 0 0 0 -1 0 0 0 0
"CDKN2C" 0 0 0 -1 0 0 0 0
"LINC01562" 0 0 0 -1 0 0 0 0
"RNF11" 0 0 0 -1 0 0 0 0
"TTC39A" 0 0 0 -1 0 0 0 0
"TTC39A-AS1" 0 0 0 -1 0 0 0 0
"EPS15" 0 0 0 -1 0 0 0 0
"EPS15-AS1" 0 0 0 -1 0 0 0 0
"OSBPL9" 0 0 0 0 0 0 0 0
"NRDC" 0 0 0 0 0 0 0 0
"RAB3B" 0 0 0 0 0 0 0 0
"TXNDC12" 0 0 0 0 0 0 0 0
"KTI12" 0 0 0 0 0 0 0 0
"BTF3L4" 0 0 0 0 0 0 0 0
"ZFYVE9" 0 0 0 0 0 0 0 0
"CC2D1B" 0 0 0 0 0 0 0 0
"PLA2G12AP1" 0 0 0 0 0 0 0 0
"ORC1" 0 0 0 0 0 0 0 0
"PRPF38A" 0 0 0 0 0 0 0 0
"TUT4" 0 0 0 0 0 0 0 0
"GPX7" 0 0 0 0 0 0 0 0
"SHISAL2A" 0 0 0 0 0 0 0 0
"COA7" 0 0 0 0 0 0 0 0
"ZYG11B" 0 0 0 0 0 0 0 0
"RPS13P2" 0 0 0 0 0 0 0 0
"ZYG11A" 0 0 0 0 0 0 0 0
"ECHDC2" 0 0 0 0 0 0 0 0
"SCP2" 0 0 0 0 0 0 0 0
"RRAS2P1" 0 0 0 0 0 0 0 0
"TUBBP10" 0 0 0 0 0 0 0 0
"PODN" 0 0 0 0 0 0 0 0
"HIGD1AP11" 0 0 0 0 0 0 0 0
"SLC1A7" 0 0 0 0 0 0 0 0
"CPT2" 0 0 0 0 0 0 0 0
"CZIB" 0 0 0 0 0 0 0 0
"CZIB-DT" 0 0 0 0 0 0 0 0
"MAGOH" 0 0 0 0 0 0 0 0
"MAGOH-DT" 0 0 0 0 0 0 0 0
"LRP8" 0 0 0 0 0 0 0 0
"LRP8-DT" 0 0 0 0 0 0 0 0
"LINC02812" 0 0 0 0 0 0 0 0
"GLIS1" 0 0 0 0 0 0 0 0
"NDC1" 0 0 0 0 0 0 0 0
"YIPF1" 0 0 0 0 0 0 0 0
"DIO1" 0 0 0 0 0 0 0 0
"IFT25" 0 0 0 0 0 0 0 0
"LRRC42" 0 0 0 0 0 0 0 0
"HNRNPA3P12" 0 0 0 0 0 0 0 0
"LDLRAD1" 0 0 0 0 0 0 0 0
"TMEM59" 0 0 0 0 0 0 0 0
"TCEANC2" 0 0 0 0 0 0 0 0
"CDCP2" 0 0 0 0 0 0 0 0
"CYB5RL" 0 0 0 0 0 0 0 0
"MRPL37" 0 0 0 0 0 0 0 0
"SSBP3" 0 0 0 0 0 0 0 0
"SSBP3-AS1" 0 0 0 0 0 0 0 0
"ACOT11" 0 0 0 0 0 0 0 0
"FAM151A" 0 0 0 0 0 0 0 0
"MROH7" 0 0 0 0 0 0 0 0
"MROH7-TTC4" 0 0 0 0 0 0 0 0
"TTC4" 0 0 0 0 0 0 0 0
"PARS2" 0 0 0 0 0 0 0 0
"TTC22" 0 0 0 0 0 0 0 0
"LEXM" 0 0 0 0 0 0 0 0
"DHCR24" 0 0 0 0 0 0 0 0
"DHCR24-DT" 0 0 0 0 0 0 0 0
"TMEM61" 0 0 0 0 0 0 0 0
"BSND" 0 0 0 0 0 0 0 0
"PCSK9" 0 0 0 0 0 0 0 0
"USP24" 0 0 0 0 0 0 0 0
"RPSAP20" 0 0 0 0 0 0 0 0
"LINC01767" 0 0 0 0 0 0 0 0
"PLPP3" 0 0 0 0 0 0 0 0
"PRKAA2" 0 0 0 0 0 0 0 0
"FYB2" 0 0 0 0 0 0 0 0
"C8A" 0 0 0 0 0 0 0 0
"C8B" 0 0 0 0 0 0 0 0
"DAB1" 0 0 0 0 0 0 0 0
"RPS26P15" 0 0 0 0 0 0 0 0
"OMA1" 0 0 0 0 0 0 0 0
"TACSTD2" 0 0 0 0 0 0 0 0
"MYSM1" 0 0 0 0 0 0 0 0
"JUN" 0 0 0 0 0 0 0 0
"LINC01135" 0 0 0 0 0 0 0 0
"LINC02777" 0 0 0 0 0 0 0 0
"LINC01358" 0 0 0 0 0 0 0 0
"FGGY-DT" 0 0 0 0 0 0 0 0
"FGGY" 0 0 0 0 0 0 0 0
"HOOK1" 0 0 0 0 0 0 0 0
"CYP2J2" 0 0 0 0 0 0 0 0
"RN7SL475P" 0 0 0 0 0 0 0 0
"C1orf87" 0 0 0 0 0 0 0 0
"LINC01748" 0 0 0 0 0 0 0 0
"NFIA" 0 0 0 0 0 0 0 0
"NFIA-AS2" 0 0 0 0 0 0 0 0
"TM2D1" 0 0 0 0 0 0 0 0
"PATJ-DT" 0 0 0 0 0 0 0 0
"PATJ" 0 0 0 0 0 0 0 0
"RN7SL180P" 0 0 0 0 0 0 0 0
"L1TD1" 0 0 0 0 0 0 0 0
"KANK4" 0 0 0 0 0 0 0 0
"USP1" 0 0 0 0 0 0 0 0
"DOCK7" 0 0 0 0 0 0 0 0
"ANGPTL3" 0 0 0 0 0 0 0 0
"DOCK7-DT" 0 0 0 0 0 0 0 0
"ATG4C" 0 0 0 0 0 0 0 0
"LINC00466" 0 0 0 0 0 0 0 0
"FOXD3-AS1" 0 0 0 0 0 0 0 0
"FOXD3" 0 0 0 0 0 0 0 0
"ALG6" 0 0 0 0 0 0 0 0
"ITGB3BP" 0 0 0 0 0 0 0 0
"EFCAB7" 0 0 0 0 0 0 0 0
"DLEU2L" 0 0 0 0 0 0 0 0
"PGM1" 0 0 0 0 0 0 0 0
"RN7SL130P" 0 0 0 0 0 0 0 0
"ROR1" 0 0 0 0 0 0 0 0
"ROR1-AS1" 0 0 0 0 0 0 0 0
"UBE2U" 0 0 0 0 0 0 0 0
"CACHD1" 0 0 0 0 0 0 0 0
"RAVER2" 0 0 0 0 0 0 0 0
"JAK1" 0 0 0 0 0 0 0 0
"LINC01359" 0 0 0 0 0 0 0 0
"SLC2A3P2" 0 0 0 0 0 0 0 0
"MIR3671" 0 0 0 0 0 0 0 0
"AK4" 0 0 0 0 0 0 0 0
"DNAJC6" 0 0 0 0 0 0 0 0
"LEPROT" 0 0 0 0 0 0 0 0
"LEPR" 0 0 0 0 0 0 0 0
"PDE4B" 0 0 0 0 0 0 0 0
"SGIP1" 0 0 0 0 0 0 0 0
"MIR3117" 0 0 0 0 0 0 0 0
"DYNLT5" 0 0 0 0 0 0 0 0
"DNAI4" 0 0 0 0 0 0 0 0
"MIER1" 0 0 0 0 0 0 0 0
"SLC35D1" 0 0 0 0 0 0 0 0
"C1orf141" 0 0 0 0 0 0 0 0
"IL23R" 0 0 0 0 0 0 0 0
"IL12RB2" 0 0 0 0 0 0 0 0
"SERBP1" 0 0 0 0 0 0 0 0
"RNU6-387P" 0 0 0 0 0 0 0 0
"GADD45A" 0 0 0 0 0 0 0 0
"GNG12" 0 0 0 0 0 0 0 0
"GNG12-AS1" 0 0 0 0 0 0 0 0
"DIRAS3" 0 0 0 0 0 0 0 0
"ARL5AP3" 0 0 0 0 0 0 0 0
"WLS" 0 0 0 0 0 0 0 0
"CTBP2P8" 0 0 0 0 0 0 0 0
"DEPDC1" 0 0 0 0 0 0 0 0
"LRRC7" 0 0 0 0 0 0 0 0
"LRRC40" 0 0 0 0 0 0 0 0
"SRSF11" 0 0 0 0 0 0 0 0
"ANKRD13C" 0 0 0 0 0 0 0 0
"HHLA3" 0 0 0 0 0 0 0 0
"HHLA3-AS1" 0 0 0 0 0 0 0 0
"CTH" 0 0 0 0 0 0 0 0
"PTGER3" 0 0 0 0 0 0 0 0
"ZRANB2-AS1" 0 0 0 0 0 0 0 0
"ZRANB2" 0 0 0 0 0 0 0 0
"MIR186" 0 0 0 0 0 0 0 0
"ZRANB2-DT" 0 0 0 0 0 0 0 0
"NEGR1" 0 0 0 0 0 0 0 0
"GDI2P2" 0 0 0 0 0 0 0 0
"LRRIQ3" 0 0 0 0 0 0 0 0
"FPGT-TNNI3K" 0 0 0 0 0 0 0 0
"FPGT" 0 0 0 0 0 0 0 0
"TNNI3K" 0 0 0 0 0 0 0 0
"ERICH3" 0 0 0 0 0 0 0 0
"CRYZ" 0 0 0 0 0 0 0 0
"TYW3" 0 0 0 0 0 0 0 0
"SLC44A5" 0 0 0 0 0 0 0 0
"ACADM" 0 0 0 0 0 0 0 0
"DLSTP1" 0 0 0 0 0 0 0 0
"RABGGTB" 0 0 0 0 0 0 0 0
"SNORD45C" 0 0 0 0 0 0 0 0
"SNORD45A" 0 0 0 0 0 0 0 0
"SNORD45B" 0 0 0 0 0 0 0 0
"MSH4" 0 0 0 0 0 0 0 0
"ST6GALNAC3" 0 0 0 0 0 0 0 0
"TPI1P1" 0 0 0 0 0 0 0 0
"ST6GALNAC5" 0 0 0 0 0 0 0 0
"PIGK" 0 0 0 0 0 0 0 0
"RPL17P6" 0 0 0 0 0 0 0 0
"AK5" 0 0 0 0 0 0 0 0
"ZZZ3" 0 0 0 0 0 0 0 0
"USP33" 0 0 0 0 0 0 0 0
"MIGA1" 0 0 0 0 0 0 0 0
"NSRP1P1" 0 0 0 0 0 0 0 0
"NEXN-AS1" 0 0 0 0 0 0 0 0
"NEXN" 0 0 0 0 0 0 0 0
"FUBP1" 0 0 0 0 0 0 0 0
"DNAJB4" 0 0 0 -1 0 0 0 0
"GIPC2" 0 0 0 -1 0 0 0 0
"PTGFR" 0 0 0 -1 0 0 0 0
"IFI44L" 0 0 0 -1 0 0 0 0
"IFI44" 0 0 0 -1 0 0 0 0
"ADGRL4" 0 0 0 -1 0 0 0 0
"ADH5P2" 0 0 0 -1 0 0 0 0
"LINC01781" 0 0 0 -1 0 0 0 0
"ADGRL2" 0 0 0 -1 0 0 0 0
"MED28P8" 0 0 0 -1 0 0 0 0
"ST13P20" 0 0 0 -1 0 0 0 0
"LINC01725" 0 0 0 -1 0 0 0 0
"TTLL7" 0 0 0 -1 0 0 0 0
"PRKACB-DT" 0 0 0 -1 0 0 0 0
"PRKACB" 0 0 0 -1 0 0 0 0
"NEDD8P1" 0 0 0 -1 0 0 0 0
"SAMD13" 0 0 0 -1 0 0 0 0
"DNASE2B" 0 0 0 -1 0 0 0 0
"RPF1" 0 0 0 -1 0 0 0 0
"GNG5" 0 0 0 -1 0 0 0 0
"SPATA1" 0 0 0 -1 0 0 0 0
"CTBS" 0 0 0 -1 0 0 0 0
"SSX2IP" 0 0 0 0 0 0 0 0
"LPAR3" 0 0 0 0 0 0 0 0
"MCOLN2" 0 0 0 0 0 0 0 0
"DNAI3" 0 0 0 0 0 0 0 0
"MCOLN3" 0 0 0 0 0 0 0 0
"SYDE2" 0 0 0 0 0 0 0 0
"C1orf52" 0 0 0 0 0 0 0 0
"BCL10" 0 0 0 0 0 0 0 0
"BCL10-AS1" 0 0 0 0 0 0 0 0
"DDAH1" 0 0 0 0 0 0 0 0
"CCN1" 0 0 0 0 0 0 0 0
"ZNHIT6" 0 0 0 0 0 0 0 0
"COL24A1" 0 0 0 0 0 0 0 0
"LINC02795" 0 0 0 0 0 0 0 0
"ODF2L" 0 0 0 0 0 0 0 0
"CLCA2" 0 0 0 0 0 0 0 0
"CLCA4" 0 -1 0 0 0 0 0 0
"CLCA4-AS1" 0 -1 0 0 0 0 0 0
"CLCA3P" 0 -1 0 0 0 0 0 0
"SH3GLB1" 0 -1 0 0 0 0 0 0
"SELENOF" 0 -1 0 0 0 0 0 0
